# bloodmallet secondary-stat sims | targets column = castingpatchwerk/-3/-5 profile | simmed 2026-08-26 02:39 | SimC 02b39ce | tier MID2
# fetched 2026-08-27 by fetch-secondary-sims.sh
# columns: class	spec	targets	rank	crit_haste_mastery_vers	dps  (% of the secondary budget; rank 0 = budget:<rating> with the grid-worst dps for range)
paladin	protection	1	11	10_50_20_20	124862
paladin	protection	1	12	20_40_30_10	124784
paladin	protection	1	13	40_30_10_20	124677
paladin	protection	1	14	30_30_10_30	124630
paladin	protection	1	15	30_30_20_20	124597
paladin	protection	3	0	budget:3045	182059
paladin	protection	3	1	30_40_10_20	204665
paladin	protection	3	2	40_40_10_10	204500
paladin	protection	3	3	30_50_10_10	204089
paladin	protection	3	4	30_40_20_10	203839
paladin	protection	3	5	40_30_10_20	203684
paladin	protection	3	6	20_50_10_20	203012
paladin	protection	3	7	40_30_20_10	202957
paladin	protection	3	8	20_40_10_30	202954
paladin	protection	3	9	30_30_20_20	202807
paladin	protection	3	10	30_30_10_30	202805
paladin	protection	3	11	20_40_20_20	202604
paladin	protection	3	12	50_30_10_10	202561
paladin	protection	3	13	20_50_20_10	202383
paladin	protection	3	14	30_30_30_10	201737
paladin	protection	3	15	20_40_30_10	201716
paladin	protection	5	0	budget:3045	250792
paladin	protection	5	1	40_40_10_10	279207
paladin	protection	5	2	30_40_10_20	278357
paladin	protection	5	3	40_30_10_20	278170
paladin	protection	5	4	30_40_20_10	277538
paladin	protection	5	5	40_30_20_10	277453
paladin	protection	5	6	30_30_20_20	277286
paladin	protection	5	7	30_50_10_10	277236
paladin	protection	5	8	30_30_10_30	276924
paladin	protection	5	9	50_30_10_10	276892
paladin	protection	5	10	20_40_20_20	276071
paladin	protection	5	11	20_40_10_30	275934
paladin	protection	5	12	30_30_30_10	275864
paladin	protection	5	13	20_50_10_20	275839
paladin	protection	5	14	40_20_20_20	275582
paladin	protection	5	15	40_20_10_30	275465
priest	shadow	1	0	budget:3039	177665
priest	shadow	1	1	20_30_40_10	197741
priest	shadow	1	2	30_30_30_10	197328
priest	shadow	1	3	30_20_40_10	197256
priest	shadow	1	4	20_40_30_10	196510
priest	shadow	1	5	10_40_40_10	196255
priest	shadow	1	6	20_20_40_20	196220
priest	shadow	1	7	20_30_30_20	196208
priest	shadow	1	8	20_20_50_10	196158
priest	shadow	1	9	40_20_30_10	195984
priest	shadow	1	10	10_30_50_10	195747
priest	shadow	1	11	30_20_30_20	195706
priest	shadow	1	12	10_30_40_20	195683
priest	shadow	1	13	30_10_40_20	195374
priest	shadow	1	14	40_10_40_10	195368
priest	shadow	1	15	30_40_20_10	195165
priest	shadow	3	0	budget:3039	347812
priest	shadow	3	1	30_30_30_10	389157
priest	shadow	3	2	20_40_30_10	388289
priest	shadow	3	3	20_30_40_10	387541
priest	shadow	3	4	30_40_20_10	387043
priest	shadow	3	5	40_30_20_10	386405
priest	shadow	3	6	20_30_30_20	386276
priest	shadow	3	7	10_40_40_10	385529
priest	shadow	3	8	30_30_20_20	385427
priest	shadow	3	9	30_20_40_10	385234
priest	shadow	3	10	40_20_30_10	385088
priest	shadow	3	11	20_50_20_10	384663
priest	shadow	3	12	20_40_20_20	384196
priest	shadow	3	13	10_40_30_20	383853
priest	shadow	3	14	10_50_30_10	383312
priest	shadow	3	15	30_20_30_20	383131
priest	shadow	5	0	budget:3039	517362
priest	shadow	5	1	30_40_20_10	583021
priest	shadow	5	2	20_40_30_10	582145
priest	shadow	5	3	30_30_30_10	581366
priest	shadow	5	4	20_30_40_10	580439
priest	shadow	5	5	20_50_20_10	578719
priest	shadow	5	6	40_30_20_10	578604
priest	shadow	5	7	20_30_30_20	577881
priest	shadow	5	8	40_40_10_10	577220
priest	shadow	5	9	20_40_20_20	576694
priest	shadow	5	10	30_30_20_20	576593
priest	shadow	5	11	10_50_30_10	575950
priest	shadow	5	12	40_20_30_10	575786
priest	shadow	5	13	30_20_40_10	575561
priest	shadow	5	14	30_40_10_20	575243
priest	shadow	5	15	10_40_40_10	574451
rogue	assassination	1	0	budget:3046	194933
rogue	assassination	1	1	40_40_10_10	225964
rogue	assassination	1	2	30_40_20_10	225676
rogue	assassination	1	3	40_30_20_10	225166
rogue	assassination	1	4	30_50_10_10	224682
rogue	assassination	1	5	30_30_30_10	224167
rogue	assassination	1	6	30_40_10_20	224059
rogue	assassination	1	7	40_30_10_20	223772
rogue	assassination	1	8	50_30_10_10	223749
rogue	assassination	1	9	30_30_20_20	223315
rogue	assassination	1	10	20_40_30_10	223011
rogue	assassination	1	11	20_50_20_10	222971
rogue	assassination	1	12	20_40_20_20	222498
rogue	assassination	1	13	40_20_30_10	221969
rogue	assassination	1	14	20_50_10_20	221586
rogue	assassination	1	15	50_20_20_10	221296
rogue	assassination	3	0	budget:3046	245885
rogue	assassination	3	1	40_40_10_10	306003
rogue	assassination	3	2	30_40_20_10	305171
rogue	assassination	3	3	40_30_20_10	304851
rogue	assassination	3	4	50_30_10_10	303298
rogue	assassination	3	5	30_50_10_10	302274
rogue	assassination	3	6	30_40_10_20	301064
rogue	assassination	3	7	30_30_30_10	300711
rogue	assassination	3	8	40_30_10_20	300498
rogue	assassination	3	9	20_50_20_10	300300
rogue	assassination	3	10	50_20_20_10	299318
rogue	assassination	3	11	20_40_30_10	299054
rogue	assassination	3	12	40_20_30_10	298279
rogue	assassination	3	13	30_30_20_20	298049
rogue	assassination	3	14	20_40_20_20	296930
rogue	assassination	3	15	20_50_10_20	295992
rogue	assassination	5	0	budget:3046	312797
rogue	assassination	5	1	30_40_20_10	378758
rogue	assassination	5	2	40_40_10_10	378262
rogue	assassination	5	3	30_50_10_10	376696
rogue	assassination	5	4	40_30_20_10	376642
rogue	assassination	5	5	20_50_20_10	374439
rogue	assassination	5	6	30_30_30_10	374218
rogue	assassination	5	7	20_40_30_10	373423
rogue	assassination	5	8	30_40_10_20	372939
rogue	assassination	5	9	50_30_10_10	372788
rogue	assassination	5	10	40_20_30_10	371786
rogue	assassination	5	11	40_30_10_20	370356
rogue	assassination	5	12	30_20_40_10	369899
rogue	assassination	5	13	30_30_20_20	369771
rogue	assassination	5	14	20_60_10_10	369531
rogue	assassination	5	15	50_20_20_10	369352
rogue	outlaw	1	0	budget:3029	194086
rogue	outlaw	1	1	40_40_10_10	242141
rogue	outlaw	1	2	30_40_10_20	240524
rogue	outlaw	1	3	40_30_10_20	239405
rogue	outlaw	1	4	50_30_10_10	238490
rogue	outlaw	1	5	30_50_10_10	238372
rogue	outlaw	1	6	20_40_10_30	238056
rogue	outlaw	1	7	30_30_10_30	237776
rogue	outlaw	1	8	30_40_20_10	236622
rogue	outlaw	1	9	20_50_10_20	236462
rogue	outlaw	1	10	40_30_20_10	235399
rogue	outlaw	1	11	20_30_10_40	234446
rogue	outlaw	1	12	20_40_20_20	234303
rogue	outlaw	1	13	30_30_20_20	234005
rogue	outlaw	1	14	10_40_10_40	233683
rogue	outlaw	1	15	40_20_10_30	233062
rogue	outlaw	3	0	budget:3029	304925
rogue	outlaw	3	1	30_50_10_10	387272
rogue	outlaw	3	2	20_60_10_10	383938
rogue	outlaw	3	3	20_50_10_20	383881
rogue	outlaw	3	4	40_40_10_10	383074
rogue	outlaw	3	5	30_40_10_20	381623
rogue	outlaw	3	6	10_60_10_20	378904
rogue	outlaw	3	7	20_50_20_10	378477
rogue	outlaw	3	8	10_50_10_30	378125
rogue	outlaw	3	9	20_40_10_30	377642
rogue	outlaw	3	10	30_40_20_10	376300
rogue	outlaw	3	11	40_30_10_20	374412
rogue	outlaw	3	12	10_50_20_20	373807
rogue	outlaw	3	13	10_60_20_10	373784
rogue	outlaw	3	14	50_30_10_10	373583
rogue	outlaw	3	15	20_40_20_20	372836
rogue	outlaw	5	0	budget:3029	449415
rogue	outlaw	5	1	30_50_10_10	570430
rogue	outlaw	5	2	20_50_10_20	565906
rogue	outlaw	5	3	20_60_10_10	565622
rogue	outlaw	5	4	40_40_10_10	562063
rogue	outlaw	5	5	30_40_10_20	560540
rogue	outlaw	5	6	20_50_20_10	559417
rogue	outlaw	5	7	10_60_10_20	557751
rogue	outlaw	5	8	10_50_10_30	556927
rogue	outlaw	5	9	20_40_10_30	554236
rogue	outlaw	5	10	30_40_20_10	553110
rogue	outlaw	5	11	10_50_20_20	552706
rogue	outlaw	5	12	10_60_20_10	551688
rogue	outlaw	5	13	20_40_20_20	550206
rogue	outlaw	5	14	40_30_10_20	546926
rogue	outlaw	5	15	10_70_10_10	546315
rogue	subtlety	1	0	budget:3044	224975
rogue	subtlety	1	1	10_30_50_10	254164
rogue	subtlety	1	2	10_40_40_10	253816
rogue	subtlety	1	3	10_30_40_20	253576
rogue	subtlety	1	4	10_20_50_20	253037
rogue	subtlety	1	5	10_40_30_20	252316
rogue	subtlety	1	6	20_30_40_10	252248
rogue	subtlety	1	7	10_20_40_30	252098
rogue	subtlety	1	8	10_30_30_30	251857
rogue	subtlety	1	9	10_20_60_10	251800
rogue	subtlety	1	10	20_20_50_10	251518
rogue	subtlety	1	11	20_40_30_10	251405
rogue	subtlety	1	12	20_20_40_20	251334
rogue	subtlety	1	13	20_30_30_20	250831
rogue	subtlety	1	14	10_40_20_30	249687
rogue	subtlety	1	15	10_20_30_40	249509
rogue	subtlety	3	0	budget:3044	390490
rogue	subtlety	3	1	10_40_40_10	422288
rogue	subtlety	3	2	20_30_40_10	422127
rogue	subtlety	3	3	20_40_30_10	421567
rogue	subtlety	3	4	10_30_40_20	421456
rogue	subtlety	3	5	20_30_30_20	421247
rogue	subtlety	3	6	10_40_30_20	421180
rogue	subtlety	3	7	10_30_50_10	421100
rogue	subtlety	3	8	20_20_40_20	420832
rogue	subtlety	3	9	10_30_30_30	420327
rogue	subtlety	3	10	30_30_30_10	420260
rogue	subtlety	3	11	20_40_20_20	420103
rogue	subtlety	3	12	10_20_50_20	420033
rogue	subtlety	3	13	10_20_40_30	419814
rogue	subtlety	3	14	30_20_30_20	419690
rogue	subtlety	3	15	20_20_30_30	419594
rogue	subtlety	5	0	budget:3044	545870
rogue	subtlety	5	1	30_10_50_10	625283
rogue	subtlety	5	2	30_20_40_10	625012
rogue	subtlety	5	3	20_20_40_20	624249
rogue	subtlety	5	4	30_10_40_20	624003
rogue	subtlety	5	5	20_20_50_10	623947
rogue	subtlety	5	6	20_10_50_20	623769
rogue	subtlety	5	7	20_10_40_30	623273
rogue	subtlety	5	8	40_10_40_10	622967
rogue	subtlety	5	9	30_20_30_20	621727
rogue	subtlety	5	10	10_20_50_20	621135
rogue	subtlety	5	11	10_20_40_30	621049
rogue	subtlety	5	12	40_20_30_10	620657
rogue	subtlety	5	13	20_10_60_10	620567
rogue	subtlety	5	14	30_10_30_30	620425
rogue	subtlety	5	15	20_20_30_30	620326
shaman	elemental	1	0	budget:2897	215832
shaman	elemental	1	1	30_30_30_10	237902
shaman	elemental	1	2	40_30_20_10	237791
shaman	elemental	1	3	40_20_30_10	237526
shaman	elemental	1	4	30_40_20_10	236858
shaman	elemental	1	5	30_30_20_20	236522
shaman	elemental	1	6	40_40_10_10	236471
shaman	elemental	1	7	40_20_20_20	236395
shaman	elemental	1	8	30_20_30_20	236376
shaman	elemental	1	9	50_20_20_10	236258
shaman	elemental	1	10	50_10_30_10	236103
shaman	elemental	1	11	30_20_40_10	236003
shaman	elemental	1	12	50_30_10_10	235996
shaman	elemental	1	13	40_10_30_20	235939
shaman	elemental	1	14	20_40_30_10	235855
shaman	elemental	1	15	40_10_40_10	235818
shaman	elemental	3	0	budget:2897	317565
shaman	elemental	3	1	40_40_10_10	363050
shaman	elemental	3	2	50_30_10_10	362761
shaman	elemental	3	3	40_30_20_10	362460
shaman	elemental	3	4	30_40_20_10	361079
shaman	elemental	3	5	50_20_20_10	360670
shaman	elemental	3	6	40_30_10_20	359690
shaman	elemental	3	7	40_20_30_10	359215
shaman	elemental	3	8	30_50_10_10	358728
shaman	elemental	3	9	30_30_30_10	358699
shaman	elemental	3	10	60_20_10_10	358426
shaman	elemental	3	11	30_40_10_20	358348
shaman	elemental	3	12	50_20_10_20	358007
shaman	elemental	3	13	30_30_20_20	357453
shaman	elemental	3	14	40_20_20_20	357401
shaman	elemental	3	15	50_10_30_10	356341
shaman	elemental	5	0	budget:2897	504050
shaman	elemental	5	1	40_20_30_10	580275
shaman	elemental	5	2	40_30_20_10	579862
shaman	elemental	5	3	50_20_20_10	579814
shaman	elemental	5	4	50_30_10_10	578511
shaman	elemental	5	5	30_30_30_10	577686
shaman	elemental	5	6	50_10_30_10	577429
shaman	elemental	5	7	40_10_40_10	575899
shaman	elemental	5	8	40_40_10_10	575646
shaman	elemental	5	9	30_20_40_10	574787
shaman	elemental	5	10	30_40_20_10	574458
shaman	elemental	5	11	40_20_20_20	574412
shaman	elemental	5	12	60_20_10_10	574042
shaman	elemental	5	13	40_30_10_20	572901
shaman	elemental	5	14	60_10_20_10	572812
shaman	elemental	5	15	50_20_10_20	572497
shaman	enhancement	1	0	budget:3050	186540
shaman	enhancement	1	1	20_40_30_10	216711
shaman	enhancement	1	2	30_40_20_10	216304
shaman	enhancement	1	3	30_30_30_10	215275
shaman	enhancement	1	4	10_40_40_10	215058
shaman	enhancement	1	5	20_30_40_10	214302
shaman	enhancement	1	6	20_50_20_10	214258
shaman	enhancement	1	7	40_40_10_10	214114
shaman	enhancement	1	8	10_50_30_10	214080
shaman	enhancement	1	9	40_30_20_10	213833
shaman	enhancement	1	10	20_40_20_20	213826
shaman	enhancement	1	11	10_40_30_20	213615
shaman	enhancement	1	12	30_20_40_10	213243
shaman	enhancement	1	13	30_50_10_10	213226
shaman	enhancement	1	14	40_20_30_10	213183
shaman	enhancement	1	15	20_30_30_20	213087
shaman	enhancement	3	0	budget:3050	381602
shaman	enhancement	3	1	20_30_40_10	441568
shaman	enhancement	3	2	30_30_30_10	441486
shaman	enhancement	3	3	30_20_40_10	441256
shaman	enhancement	3	4	20_40_30_10	441134
shaman	enhancement	3	5	10_40_40_10	440489
shaman	enhancement	3	6	40_20_30_10	439688
shaman	enhancement	3	7	30_40_20_10	437992
shaman	enhancement	3	8	20_20_50_10	437726
shaman	enhancement	3	9	20_30_30_20	437066
shaman	enhancement	3	10	10_30_50_10	436982
shaman	enhancement	3	11	40_30_20_10	436906
shaman	enhancement	3	12	30_20_30_20	436904
shaman	enhancement	3	13	20_20_40_20	436112
shaman	enhancement	3	14	10_30_40_20	435700
shaman	enhancement	3	15	10_40_30_20	435158
shaman	enhancement	5	0	budget:3050	594770
shaman	enhancement	5	1	20_30_40_10	697135
shaman	enhancement	5	2	30_20_40_10	696621
shaman	enhancement	5	3	30_30_30_10	696333
shaman	enhancement	5	4	10_40_40_10	695682
shaman	enhancement	5	5	20_40_30_10	695291
shaman	enhancement	5	6	20_20_50_10	693099
shaman	enhancement	5	7	10_30_50_10	692405
shaman	enhancement	5	8	40_20_30_10	692291
shaman	enhancement	5	9	20_20_40_20	689863
shaman	enhancement	5	10	20_30_30_20	689307
shaman	enhancement	5	11	10_30_40_20	688640
shaman	enhancement	5	12	30_20_30_20	688165
shaman	enhancement	5	13	30_40_20_10	687688
shaman	enhancement	5	14	40_30_20_10	686371
shaman	enhancement	5	15	40_10_40_10	685678
warlock	affliction	1	0	budget:3048	179709
warlock	affliction	1	1	40_40_10_10	211462
warlock	affliction	1	2	30_40_10_20	211323
warlock	affliction	1	3	40_30_10_20	211108
warlock	affliction	1	4	30_30_10_30	210451
warlock	affliction	1	5	50_30_10_10	210110
warlock	affliction	1	6	30_50_10_10	209973
warlock	affliction	1	7	20_40_10_30	209698
warlock	affliction	1	8	40_20_10_30	209058
warlock	affliction	1	9	20_50_10_20	209014
warlock	affliction	1	10	30_40_20_10	208641
warlock	affliction	1	11	50_20_10_20	208551
warlock	affliction	1	12	20_30_10_40	208246
warlock	affliction	1	13	30_30_20_20	208201
warlock	affliction	1	14	40_30_20_10	208135
warlock	affliction	1	15	30_20_10_40	207782
warlock	affliction	3	0	budget:3048	324831
warlock	affliction	3	1	40_40_10_10	363047
warlock	affliction	3	2	40_30_10_20	362731
warlock	affliction	3	3	30_40_10_20	362503
warlock	affliction	3	4	30_30_10_30	361697
warlock	affliction	3	5	50_30_10_10	360856
warlock	affliction	3	6	30_40_20_10	360305
warlock	affliction	3	7	40_20_10_30	360196
warlock	affliction	3	8	40_30_20_10	360191
warlock	affliction	3	9	50_20_10_20	359932
warlock	affliction	3	10	30_30_20_20	359916
warlock	affliction	3	11	20_40_10_30	359826
warlock	affliction	3	12	30_50_10_10	359206
warlock	affliction	3	13	20_40_20_20	358836
warlock	affliction	3	14	40_20_20_20	358810
warlock	affliction	3	15	30_20_10_40	358201
warlock	affliction	5	0	budget:3048	484705
warlock	affliction	5	1	40_40_10_10	533361
warlock	affliction	5	2	30_40_10_20	533090
warlock	affliction	5	3	40_30_10_20	532267
warlock	affliction	5	4	30_40_20_10	532145
warlock	affliction	5	5	30_30_20_20	531171
warlock	affliction	5	6	30_30_10_30	530938
warlock	affliction	5	7	40_30_20_10	530899
warlock	affliction	5	8	50_30_10_10	529626
warlock	affliction	5	9	20_40_10_30	529247
warlock	affliction	5	10	20_40_20_20	529236
warlock	affliction	5	11	30_30_30_10	528751
warlock	affliction	5	12	40_20_10_30	528566
warlock	affliction	5	13	30_50_10_10	528515
warlock	affliction	5	14	40_20_20_20	528429
warlock	affliction	5	15	20_40_30_10	527632
warlock	demonology	1	0	budget:3043	191589
warlock	demonology	1	1	40_30_20_10	210426
warlock	demonology	1	2	40_30_10_20	209872
warlock	demonology	1	3	50_30_10_10	209504
warlock	demonology	1	4	40_40_10_10	209357
warlock	demonology	1	5	40_20_20_20	209195
warlock	demonology	1	6	50_20_20_10	209081
warlock	demonology	1	7	30_30_20_20	209046
warlock	demonology	1	8	40_20_30_10	208906
warlock	demonology	1	9	30_30_30_10	208795
warlock	demonology	1	10	30_40_20_10	208623
warlock	demonology	1	11	50_20_10_20	208501
warlock	demonology	1	12	30_40_10_20	208327
warlock	demonology	1	13	40_20_10_30	208240
warlock	demonology	1	14	30_30_10_30	207813
warlock	demonology	1	15	30_20_30_20	207714
warlock	demonology	3	0	budget:3043	415404
warlock	demonology	3	1	40_30_20_10	449612
warlock	demonology	3	2	40_30_10_20	448333
warlock	demonology	3	3	30_40_20_10	448303
warlock	demonology	3	4	40_40_10_10	448247
warlock	demonology	3	5	30_30_20_20	447964
warlock	demonology	3	6	30_30_30_10	447723
warlock	demonology	3	7	40_20_20_20	447622
warlock	demonology	3	8	40_20_30_10	447485
warlock	demonology	3	9	50_30_10_10	446873
warlock	demonology	3	10	40_10_30_20	446379
warlock	demonology	3	11	30_40_10_20	446365
warlock	demonology	3	12	50_20_20_10	446287
warlock	demonology	3	13	40_10_20_30	445526
warlock	demonology	3	14	30_20_30_20	445482
warlock	demonology	3	15	30_30_10_30	445238
warlock	demonology	5	0	budget:3043	597776
warlock	demonology	5	1	40_30_20_10	650961
warlock	demonology	5	2	30_40_20_10	650599
warlock	demonology	5	3	40_40_10_10	650520
warlock	demonology	5	4	40_30_10_20	648689
warlock	demonology	5	5	30_30_30_10	648549
warlock	demonology	5	6	30_40_10_20	648259
warlock	demonology	5	7	30_30_20_20	647631
warlock	demonology	5	8	30_50_10_10	647262
warlock	demonology	5	9	50_30_10_10	646065
warlock	demonology	5	10	40_20_30_10	645854
warlock	demonology	5	11	40_20_20_20	645842
warlock	demonology	5	12	20_40_20_20	645674
warlock	demonology	5	13	20_40_30_10	645048
warlock	demonology	5	14	30_30_10_30	644648
warlock	demonology	5	15	20_50_20_10	644345
warlock	destruction	1	0	budget:3043	192454
warlock	destruction	1	1	30_20_40_10	211668
warlock	destruction	1	2	30_30_30_10	211464
warlock	destruction	1	3	40_20_30_10	211144
warlock	destruction	1	4	20_30_40_10	210872
warlock	destruction	1	5	40_10_40_10	210714
warlock	destruction	1	6	30_20_30_20	210581
warlock	destruction	1	7	20_30_30_20	210155
warlock	destruction	1	8	20_20_40_20	210132
warlock	destruction	1	9	30_10_40_20	210088
warlock	destruction	1	10	40_30_20_10	210019
warlock	destruction	1	11	20_40_30_10	209766
warlock	destruction	1	12	40_10_30_20	209710
warlock	destruction	1	13	30_10_50_10	209638
warlock	destruction	1	14	30_40_20_10	209415
warlock	destruction	1	15	20_20_50_10	209382
warlock	destruction	3	0	budget:3043	380904
warlock	destruction	3	1	40_20_30_10	419066
warlock	destruction	3	2	40_20_20_20	418093
warlock	destruction	3	3	30_20_30_20	417728
warlock	destruction	3	4	40_30_20_10	417640
warlock	destruction	3	5	40_10_30_20	417567
warlock	destruction	3	6	50_20_20_10	417052
warlock	destruction	3	7	50_10_30_10	416812
warlock	destruction	3	8	40_10_40_10	416678
warlock	destruction	3	9	40_10_20_30	416331
warlock	destruction	3	10	30_20_40_10	416019
warlock	destruction	3	11	30_30_30_10	416019
warlock	destruction	3	12	50_10_20_20	416014
warlock	destruction	3	13	30_20_20_30	415971
warlock	destruction	3	14	30_30_20_20	415821
warlock	destruction	3	15	40_20_10_30	415532
warlock	destruction	5	0	budget:3043	554294
warlock	destruction	5	1	40_20_30_10	605316
warlock	destruction	5	2	40_30_20_10	605227
warlock	destruction	5	3	40_20_20_20	605067
warlock	destruction	5	4	50_20_20_10	604069
warlock	destruction	5	5	40_10_30_20	603036
warlock	destruction	5	6	30_20_30_20	603020
warlock	destruction	5	7	30_30_30_10	602826
warlock	destruction	5	8	50_10_30_10	602501
warlock	destruction	5	9	30_30_20_20	602273
warlock	destruction	5	10	40_30_10_20	601868
warlock	destruction	5	11	50_30_10_10	601434
warlock	destruction	5	12	50_20_10_20	601258
warlock	destruction	5	13	50_10_20_20	601210
warlock	destruction	5	14	40_20_10_30	601171
warlock	destruction	5	15	40_10_20_30	601058
warrior	protection	1	0	budget:3045	139067
warrior	protection	1	1	30_40_10_20	151206
warrior	protection	1	2	40_40_10_10	151045
warrior	protection	1	3	30_40_20_10	150886
warrior	protection	1	4	40_30_10_20	150738
warrior	protection	1	5	20_40_20_20	150592
warrior	protection	1	6	30_30_20_20	150572
warrior	protection	1	7	40_30_20_10	150375
warrior	protection	1	8	20_40_10_30	150355
warrior	protection	1	9	30_30_10_30	150250
warrior	protection	1	10	20_40_30_10	150083
warrior	protection	1	11	30_30_30_10	150063
warrior	protection	1	12	40_20_20_20	149932
warrior	protection	1	13	30_50_10_10	149854
warrior	protection	1	14	20_30_20_30	149837
warrior	protection	1	15	20_30_30_20	149702
warrior	protection	3	0	budget:3045	233030
warrior	protection	3	1	40_20_20_20	249742
warrior	protection	3	2	40_20_10_30	249480
warrior	protection	3	3	40_30_10_20	249395
warrior	protection	3	4	30_20_20_30	249355
warrior	protection	3	5	30_30_20_20	249206
warrior	protection	3	6	40_40_10_10	249196
warrior	protection	3	7	30_20_30_20	249190
warrior	protection	3	8	30_40_10_20	249173
warrior	protection	3	9	40_30_20_10	249077
warrior	protection	3	10	40_20_30_10	248901
warrior	protection	3	11	30_30_10_30	248811
warrior	protection	3	12	30_40_20_10	248549
warrior	protection	3	13	30_20_10_40	248449
warrior	protection	3	14	30_30_30_10	248310
warrior	protection	3	15	50_20_10_20	248292
warrior	protection	5	0	budget:3045	335328
warrior	protection	5	1	40_20_20_20	358788
warrior	protection	5	2	40_20_30_10	357986
warrior	protection	5	3	40_20_10_30	357845
warrior	protection	5	4	30_20_20_30	357702
warrior	protection	5	5	30_20_30_20	357599
warrior	protection	5	6	40_30_10_20	357433
warrior	protection	5	7	40_30_20_10	357118
warrior	protection	5	8	30_30_20_20	357002
warrior	protection	5	9	50_20_20_10	356709
warrior	protection	5	10	50_20_10_20	356697
warrior	protection	5	11	40_10_30_20	356262
warrior	protection	5	12	30_30_10_30	356208
warrior	protection	5	13	40_40_10_10	356207
warrior	protection	5	14	40_10_20_30	356126
warrior	protection	5	15	30_20_10_40	356028
